at,score,content
2024-12-28 01:56:55,2,"Kenapa ya udah berbulan saya tidak bisa login, its ok kemarin² belum perlu karena masih di hutan, lah pas ke kota lagi perlu buat bayar parkir di mall ribet kan jadinya muncul tulisan ""Mohon maaf kami sedang meningkatkan layanan Mobile Banking, coba beberapa saat lagi"" selalu seperti itu? Pas lihat ulasan kok merata bermasalah, sudah ikutin petunjuk masih sama aja hasilnya. Sampai cek ulang di email apa salah user ID, hampir mau klik lupa sandi dsb, pas lihat ulasan wow luar biasa sekali"
2024-12-28 00:33:46,5,Puas
2024-12-28 00:16:33,1,"gmn sih, udah berapa kali mau regist user id tpi gbisa eror mulu, tolong diperhatikan 🙏"
2024-12-27 23:49:08,1,"Selalu nggak bisa digunakan pada malam hari, apk TOLOL"
2024-12-27 23:45:38,1,"Aplikasi yg sangat menyusahkan,jujur saya sangat kecewa dengan menjadi nasabah di bank ini. Ingin mendapat kemudahan tapi malah dapat yg menyusahkan"
2024-12-27 22:26:48,1,jelek
2024-12-27 21:53:02,1,Daftar pembukaan rekening BNI sangat ribet ketika udh JD malah ngilang harus daftar ulang BNI kopet
2024-12-27 20:29:26,1,"sekarang setiap buka aplikasi selalu muncul pop up wondr gak jelas. ngapain hrs ada 2 aplikasi sih bni. kalau memang harus beralih ke wondr ya hapus sekalian aplikasi yg ini biar jelas arahnya satu aplikasi saja. gak usah ada pop up wondr lg lah, sangat mengganggu dan ngeselin. gak jelas bgt bni."
2024-12-27 19:38:42,5,Saya sudah daftar pembukaan rekening dan berhasil ...tapi kartu debit tidak dikirim ke email ..kemana saya bisa mneghubungi secara online ya ka
2024-12-27 19:24:04,5,Pihak BNI apa ngk di update aplikasi nya.. yang lain udah ada menu pakai qruis ini masih manual... Masukan aja .
2024-12-27 19:03:08,1,"beli token listrik aja harus download aplikasi lain, bukannya buat efisien malah nambah ribet"
2024-12-27 18:40:57,2,"Bni Mobile banking kok skrg jelek banget... tiap mau pakai pasti ada aj keterangan: mohon maaf kami sedang meningkatan layanan, coba beberapa saat lg. Gak bisa untuk urgent. Sering banget gangguan. Pindah ke lain kyk nya klu kyk gini terus"
2024-12-27 16:35:32,2,Lagi ada perbaikan ya kok tidak bisa login
2024-12-27 16:27:04,1,Buat mbaking gbisa kocak
2024-12-27 16:01:57,1,Jelek kali mbankingnya susah masuk dan suka keluar sendiri🔥👎
2024-12-27 15:17:43,5,keren
2024-12-27 13:52:42,5,padahal lebih nyaman memakai Mbanking ini dibandingkan yang baru:/
2024-12-27 12:55:24,2,Tidak bisa registrasi. Stuck di masukkan NIK.
2024-12-27 12:11:44,5,Hallo min.... Bisakah transfer dari luar negeri ke indonesia.... Tks
2024-12-27 11:04:28,1,"Dulu layanan Customer Service di aplikasi ini bisa digunakan, tetapi sekarang tidak bisa terhubung sama sekali."
2024-12-27 10:27:13,5,Ga bisa ubah password transaksi
2024-12-27 05:37:02,4,"ini lagi gangguan apa gimana ya dr kmren gak bisa dibuka, tolong dong masa perbaikan lamaa bgt"
2024-12-27 00:26:17,1,"Ribet. Dana mengendap sampe 150k, monyet. Move ke bca aja lah"
2024-12-26 23:23:12,1,Sering gangguan
2024-12-26 22:50:39,5,"user id benar , masukin nomer 8 angka dari kartu benar , norek benar , pin juga benar , knp pas mau masuk ada bacaan kartu anda terblokir , cara nya gmna yack ?"
2024-12-26 18:04:06,1,Sy mau buka rekening kok sulit betul
2024-12-26 16:20:41,1,daripada isi notifikasi promo2 yg hanya untuk sebagian kecil pengguna yg menggunakannya ebih baik notifnya buat notif transaksi saldo
2024-12-26 14:02:17,1,Transaksi non kartu tarik tunai sering eror dan pulsa hilang
2024-12-26 10:39:27,5,Luar biasa skali
2024-12-26 08:37:28,1,"Ini apk lama lama broken atau gimana? Abis reset HP, terus login m banking, setelah berhasil login, cuma disuruh cek history transaksi doang, mau relog kaya gimana pun tetep kaya dikasih tutorial doang ga bisa ngapa""in selain disuruh cek transaksi"
2024-12-26 07:39:52,1,"Bank ribet...Saya warga Aceh, punya CC. Biasa bayar pake bank lain syariah di Aceh, Krn di Aceh gak ada BNI. Saya mencoba membuka mobile banking, udh proses semua, pas buat ID, gak bisa, email already in use. Telpon BNI Call, malah di suruh datang ke Medan. Ribeeeettt...mau ganti email aja ribeeet...mesti keluarkan biaya banyak. Mentang mentang bank BUMN..not recommended lah"
2024-12-26 07:34:11,2,Gak bisa isi E-wallet gimna sih Udah 3 hari
2024-12-26 04:15:28,1,"Mau pindah akun ke hp lain otp di email tidak masuk masuk, udah coba berkali kali, sampe pulsa abis, kocak banget, sekalinya berhasil malah ngulang lagiii dari awall, anehhh bangettt BNI ini kocakkkk. Menyulitkan."
2024-12-26 00:49:17,1,CS lewat wa ga digubris sama skali. Cuma pajangan doang. 1 jam ga ada kejelasan tentang status mobile banking.
2024-12-25 22:40:22,1,Tarik tunai tanpa kartu di atm bni sendiri di kenakan biaya pulsa 2500 / transaksi
2024-12-25 22:18:32,1,Apk nya bgus dari pada wondr kurang bgus jangan di hapus apk ini
2024-12-25 20:12:43,4,halo ... ini saya mengalami kendala dlm transfer melalui mbangking tapi dapat pemberitahuan kalo status ATM tidak aktif? kira kira solusinya gimana ka? apakah saya harus ke kantor bank BNI terdekat?
2024-12-25 19:42:16,5,ko M banking saya gak bisa dibuka setelah ganti MPIN
2024-12-25 19:04:08,1,APK Jelek. OTP ga bisa masuk udah 3x. Udah beli pulsa tetep otp ga bisa masuk. Gimana ini solusinya.
2024-12-25 18:48:05,2,"Kenapa aplikasi tidak bisa dibuka yaa, loadingnya lama kadang2 blackscreen juga."
2024-12-25 18:23:49,1,Anehhh udah login malah gabisa disuruh kekantor pula males bgtt
2024-12-25 16:44:08,1,Gk bisa bikin via online payah
2024-12-25 16:35:26,1,Apk g guna
2024-12-25 15:14:49,1,"Ndi tto Wonge, seng Nuduh Aku Njipuk Duit Bank? seng Ndaftarke Aku ng PT. Ndi tto Wonge?"
2024-12-25 13:56:47,4,"HALLO BNI, sulit buka rekening, waktu habis buat isi data.saat foto selfie dgn. KTP suruh ngulang. Ya saya ngga jadi daftar. Jika sdh masuk sebagian data saya mohon di musnahkan. Terimakasih."
2024-12-25 13:15:30,1,Castemer servis lambat respon kek kntll
2024-12-25 12:56:53,1,saya cuma mau bilangin aja jangan pakai bank bni dah....atmnya susah nyarinya....kebanykan atm bca dan mandiri....tarik di atm mandiri sekarang banyak yang kena potongan 7500.....
2024-12-25 11:10:49,1,"Peningkatan layanan kok tiap hari, bukan memudahkan malah menghambat transaksi"
2024-12-25 10:45:36,1,"25,12,2024 . Nih aplikasi yang seharusnya bisa di buat tiap hari nih malah broken mlu , cok cok"
2024-12-25 09:21:52,1,pas di butuhkan slalu ngeleeg bikin kesel ajaaahhh 😑
2024-12-25 09:17:01,3,Bagus. Mines di costumer service
2024-12-25 08:49:16,1,"Proses pembuatan rekening online gagal, nik sudah terdaftar.. Mohon arahannya"
2024-12-25 08:11:54,2,Apknya Susah Masuk
2024-12-25 07:14:22,5,"Mau masuk ke aplikasinya BNI banking tapi ada notif muncul tingkatkan layanan dan coba beberapa saat lagi , mau TF tp gak bisa terus aduh"
2024-12-25 05:29:16,1,"Saya beli pulsa 200K tapi tidak masuk min, tapi saldo kepotong. Mohon bantuannya"
2024-12-25 03:20:43,5,"Lengkap dari mulai transfer sampai dengan top up e wallet, yang kamu cari ada dalam satu apps, overall sangat puas dengan cs nya, akses lancar di oprasikan di handpone walaupun hanyan RAM speak rendah, desain terbarunya jg lebih bagus dgn tampilan yang memukau, walaupun kamu baru mendaftar apl ini bisa langsung bisa memahami fitur fiturnya karna sangat gampang dan teratur penataannya."
2024-12-25 01:44:08,1,Susah mausuk atau regristasi enggak paham saya kenapa begitu
2024-12-25 00:54:38,5,"Selalu aja ada kesalahan tidak bisa tranfers bank, tiap malem tuh ada aja , mhon di koreksi ya min, smoga bisa lbih baik kdpan nya"
2024-12-25 00:37:13,1,MAKIN LAMA MAKIN HANCUR APK BNI INI. TRANSAKSI SERING GAGAL. PERNAH SEKALI TRANSAKSI GAGAL TAPI SALDO TERPOTONG. NOMINAL CUKUP TAPI GAGAL KARNA DIKATAKAN SALDO TIDAK CUKUP. DAN STOP NYALAHIN PENGGUNA (DEVICE ATAU JARINGAN). SADAR DIRI AJA. PERBAIKIN BUKAN NYALAHIN PENGGUNA. BAGAIMANA MAU MAJU? BUKAN BERBENAH MALAH NYALAHIN ORANG LAIN (PENGGUNA). KALAU GA SANGGUP HAPUS AJA APK NYA. ATAU PEKERJAAN BAGIAN IT YANG TERBAIK. BANKING BOBROK.
2024-12-25 00:18:17,4,Ini kenapa setiap pembayaran tidak bisa lewat virtual billing account dan di akhir kata eror dan min??
2024-12-25 00:18:13,5,Menyedihkan.. nomor udh trdftr d suruh dftr lagi...😡😡😠😠
2024-12-24 23:55:05,1,"aplikasi mbanking ter aneh,,,,sering gangguan,padahal kondisi darurat,,,gajelas,nyesel sih daftar disini"
2024-12-24 23:22:48,1,Sialan ko saldo cukup juga ga bisa tf alesannya saldo ga cukup aneh2 aja
2024-12-24 22:20:49,2,"Kasih bintang 2 aj dulu, soalnya baru buat"
2024-12-24 19:40:02,1,"Kalo ada bintang 0 gw kasi bintang 0 kenapa akun bni mobile gw di blokir cuma gara gara salah kata sandi transaksi udah ganti eh malah gabisa , rumah syaa jauh dari cabang bni aduhhhhh pusing ini mau isi pulsa gabisaa soalnya rumahnya di pengunungan yang kalo mau kesana harus naik motor 1 jam hufttttt apakah ada solusi"
2024-12-24 18:56:07,1,Kenapa error liapp alerts
2024-12-24 16:11:39,4,"Mau tanya,knp mbengking bni kalo lewat jam 12 malam tidak bisa melakukan transaksi??kayak transfer gk bisa,malah di bilang transfer harus dibawah saldo minimum"
2024-12-24 04:32:54,1,Saya daftar akun baru dan tidak ada menu buat aktivasi kode OTP email
2024-12-24 01:01:18,2,"Dulu udah praktis 1 aplikasi bisa buat semuanya, sekarang malah dipersulit, bayar tagihan listrik harus install aplikasi lain. SEBUAH KEMUNDURAN."
2024-12-24 00:29:06,1,"Saya mau pindahkan akun saya ke hp baru, tapi OTP di email tidak masuk-masuk padahal email terdaftar, sudah dicari di semua folder email tapi tetap tidak ada, berkali-kali dicoba ulang kirim tetap tidak ada. Padahal Wondr lancar aja saat saya pindahkan di hp baru & OTP email bisa saya terima. Tolong berikan solusi untuk BNI Mobile ini, karena Wondr belum bisa menggantikan fungsi BNI Mobile terutama VCC"
2024-12-24 00:13:35,4,"Saya pengguna bni taplus muda, sebelumnya bisa limit sampe 0 rp, tiba tiba harus ada saldo mengendap 50 ribu, padahal beberapa menit sebelumnya masih bisa digunakan sampe limit, setelah di isi lagi tiba tiba harus mengendap 50 ribu, gimana ya bukannya dari awal memang bni taplus muda bisa 0 rp ya"
2024-12-24 00:09:22,1,"Makin sini makin gajelas aplikasi,kebanyakan bug , mau transfer dana saldo tidak mencukupi terus, tapi ke bank lain bisa . Gajelas BNI nama aja gede. jadi males isi saldo di BNI gabisa di pake lagi keadaan darurat"
2024-12-24 00:05:09,2,Saya heran saldo nya ada pas mau transfer tiba tiba saldo tidak cukup
2024-12-23 22:37:52,5,Baru pake apk ini lagi... Mungkin kalau para pengguna apk ini disuruh migrasi ke wondr By BNI sebaiknya BNI memberikan info kalau apk mobile banking ya per tgl sekian sudah tidak dapat digunakan.. untuk selanjutnya silakan download wondr by BNI... Jangan malah bikin gak nyaman dengan apk yg force close terus terusan
2024-12-23 20:22:21,4,Suka gagal mau krim dana pdahal saldo ada kterangan saldo kurang mulu tlong bantuan nya dong agar palayanan aplkasinya lbih baik
2024-12-23 16:28:59,3,Gimana cara mengembalikan transaksi yang pending?
2024-12-23 15:31:02,1,"Menu Mobile Tunai ga bisa di buka, error dan ada upaya pemaksaan harus download aplikasi Wondr, Beli e toll TAP CASH ada alatnya tapi kartu nya selalu tidak tersedia, sy lihat di jual di Shoppe harganya skg 35rb. Cari yg murah di BNI malah kosong terus"
2024-12-23 13:45:59,2,"Tiba² hilang dari layar Utama, padahal gk ke hapus,terus pas lihat di play stor udah ter install,susah mau masuk meski lewat pengaturan dan cari aplikasi baru bisa masuk"
2024-12-23 13:31:14,1,Jadi sering error payah !!!! Proses pembayaran gagal tapi Saldo terpotong
2024-12-23 13:09:19,1,Aplikasi payah.. Ribet.. Masuk otp.. Kluar dikit... Ulang lagi ulang lagi. P@yah
2024-12-23 12:46:23,1,"Tolong pegawai nya yang di luar negri lebih di didik lagi yah,songong songong banget pegawai nya terutama cabang Hongkong ,kalian tuh di gaji dari duit kami kami nabung bukan mau ngutang, pegawai nya songon songong judes judes🤮🤮🤮"
2024-12-23 11:27:42,1,"Kurang memuaskan, cuma masalah topup tapcash aja 😅😅😅😅😅"
2024-12-23 09:36:33,1,Masa saldo masih ada 150k gk bisa ditarik lewat dana tolong dong aplikasi nyaa di benerin lagi sudah lebih 10x saya coba gk bisa
2024-12-23 09:13:35,3,knp aku sudah daftar belum dapet nomor rek nya sama nomor atm ya
2024-12-23 07:09:35,1,"Sekarang taplus muda digital saldo harus stay 50rb, jadi malas pakai bni lagi"
2024-12-23 05:27:16,1,Lu kalo mau perbarui app lu jangan sampe customer ga bisa pake app lu anying
2024-12-23 00:47:07,2,Tolong kasi saya penjelasan kenapa setiap kali buka apk ini selang 10 detik balik ke menu utama? Ini saya bingung loh karena belakangan ini saya coba untuk tf susah terus karena hal ini. Lagi dengan di tambahkan wonder (apk baru by BNI) Kira-kira worth it tidak? Tolong penjelasan nya
2024-12-23 00:23:25,1,Ada perubahan data kah? Kok ga bisa transfer habis sekarang?
2024-12-23 00:05:28,1,"Tiba² no rekening saya tidak bisa transfer, aneh bener"
2024-12-22 23:56:04,1,"Nyesel bikin, banyak bgt kendala kemaren 9k hilang begitu saja, tulisannya transaksi gagal tp saldo kepotong sampe skrng ga balek, dan INI TIDAK KEJADIAN SEKALI. Dulu saya lebih banyak nominalnya sampai 150k an yang balik hanya setengah, padahal sudah report cs. Tiap jam 11 sampai jam 1 malam selalu maintenance, 2 jam ngapain? Ganti shift 2 jam itu ganti shift apa bercocok tanam ???? Pdhl banyak bgt baruan kebutuhan urgent selalu saja begini."
2024-12-22 20:33:13,5,Ahmad gio Ahmad juli
2024-12-22 19:32:57,1,"Ini kenapa udah 3hari gk bisa di buka yah applikasi, udah uninstal, update dll gk bisa"
2024-12-22 19:19:20,4,Kenapa ya saya tidak bisa Tarik tunai tanpa kartu
2024-12-22 18:51:36,5,Aplikasi ini menurut staf BNI akan diganti dengan Wondr by BNI
2024-12-22 18:04:17,1,"gampang error, padahal urgent mau tf. dicoba berkali kali gabisa."
2024-12-22 16:22:53,5,Sangat baik 👍👍👍
2024-12-22 15:19:29,1,Kok saya gagal transaksi mobile tunai di atm tapi saldo ku berkurang
2024-12-22 11:41:03,3,Bisa tidak tak usah ada push notif Wondr ya? Saya ga bisa klik apa-apa untuk login. Tidak bisa juga di close pesannya.
2024-12-22 11:11:47,3,Knp tanya bni tidak bisa digunakan ya? Ketika di klik layar putih aja
2024-12-22 10:49:11,1,Ratingmu aku kasih 1 bintang. Tiap Login selalu muncul sim error. Sementara App BCA Lancar² aja. Error apanya gak jelas amat. Komen juga gak di respon. Payah
2024-12-22 08:38:42,1,Buruk.
2024-12-22 02:58:21,5,Lancar bagus mantap
2024-12-22 00:48:58,1,"Customer service yang sangat buruk, d chat magrib d bales subuh"
2024-12-22 00:33:41,1,Tiap malam gangguan mulu
2024-12-21 23:56:55,1,"Jam 1malem selalau maintenance, dan selalu gak ada kabar,. Bodoh sekali sumpah tiap jam segini pasti gak bisa buat transaksi"
2024-12-21 23:43:26,1,G mbanking g wonder sama aj ....gangguan mulu
2024-12-21 20:52:27,5,Bagus
2024-12-21 20:28:22,5,Bagus sekali layananya
2024-12-21 20:07:02,5,Pekerja/ karyawan di PT.KPM
2024-12-21 20:05:31,1,"register tidak boleh, sampai satu Minggu register melulu, TPI tidak boleh sungguh kecewa"
2024-12-21 16:51:47,5,BNI NYA TIDAK MUNCUL DI LAYAR
2024-12-21 14:36:52,1,Bni semakin terbelakang... Bni call mahal... Mbanking sering eror...
2024-12-21 13:34:20,1,"Sulit sekali membuka rekening melalu aplikasi ini, data sudah fix semua OTP juga sudah saya terima, pas input OTP nya kok salah?"
2024-12-21 10:51:03,2,"Pas mau masukin pw transaksi keluar sendiri cok,udah brp kali kek gitu,kalau kek gitu terus susah juga jadinya"
2024-12-21 08:46:06,5,"Memang baguss,tapi ini kenapa gagal aktivasi terus tbtb aplikasi keluar sendiri bahkan sampe gak keluar debit kartunya sampe gak tau nomor debit nya karena gak keluar. Jaringan bagus memory internal bagus tapi kenapa yah???"
2024-12-21 03:25:08,4,Jenis bni mana yg admin bulanan termurah. ? Dan Bisa bikin online.? Dan bisa menerima transaksi luar negeri?
2024-12-21 00:59:05,1,Habis di update malah tambah kaga jelaa
2024-12-21 00:44:30,1,bikin VA selalu gagal trs bikin emosi
2024-12-21 00:32:59,2,GI mna cara mengganti imael yg trdptar sedangkan kt lupa kata sandi dan imael sdh TDK di pakai lh
2024-12-20 23:11:27,5,Knpa buka aplikasi y ada tulisan syarat dan ketentuan..apa yg saya harus lakukan y..biar bisa d pake lag aplikasi y
2024-12-20 21:03:50,2,BNI babi masalah jaringan mulu duit gua ilang dua kali karna aplikasinya lalot tolol mati aja cs nya di chat gk dibalas balas emang sengaja.
2024-12-20 20:22:00,1,Aplikasi ngacoo katanya sudah terdaftar jadi nasabah tapi tampilan menu tidak ada nomer rekening nya
2024-12-20 19:19:26,4,"pembayaran listrik kenapa harus dialihkan ke aplikasi wondr by bni sih kan sama"" apk nya ngapain berubah ubah"
2024-12-20 19:16:10,5,Lupa no rek gmna ya
2024-12-20 18:54:29,1,Kendala cuma satu kenapa harus ada wondr
2024-12-20 18:48:53,1,"BANK MOBILE BODOH EMANG, MAU DAFTAR BUAT REKENING PAS MAU BUAT ID USER MALAH SESI HABIS, BARU MAU DAFTAR AJA ADA KENDALA APALAGI PAS UDAH DAFTAR?"
2024-12-20 18:47:40,1,Sinyal gerak dikit lgsg gagal transaksi
2024-12-20 17:52:07,1,Beli token malah udah gabisa suruh download wondr -_-
2024-12-20 17:46:24,1,"untuk registrasi selalu gagal padahal semuanya benar, aplikasi bikin jengkel aja dan bikin kartu atm ku ke blokir"
2024-12-20 17:31:32,5,Kenapa jadi ribet dan susah digunakan
2024-12-20 13:56:46,3,"Sedang perbaikan sistem terus sudah 3 hri, apk gue doang apa yg lain jga ini. sangat menganggu"
2024-12-20 13:25:41,5,Knp saya tidak bisa belanja kuota di app BNI mobile bank king.
2024-12-20 13:19:29,5,Not responding and system always error
2024-12-20 13:00:26,2,"Ribet kali harus terpisah sama aplikasi wonder, napa gk disatukan di satu aplikasi aja kayak bca mobile"
2024-12-20 12:34:59,1,BNI buat update bukan mempermudah malah mempersulit nambah apk buat transaksi pulsa listrik selain mempersulit jgn memenuhi ruang penyimpanan sdh bagus pakai 1 aplikasi
2024-12-20 11:05:46,5,"saya sangat kecewa di karena akun saya yang lupa username di persulit dan ketika sudah tahu mengapa harus perlu repot repot aktivis ke bank BNI terdekat, ini gimana ini kebijakan CEO nya? mau ngambil uang 20k di persulit apk sampah ini mahh"
2024-12-20 09:49:28,3,Setiap mencoba masuk dengan akun yg sama selalu gagal. Padahal user id sama mpin sama persis karena udah disimpan. Tetap aja salah. Ribet banget harus log in ulang terus setiap masuk. Gimana sih nih apk nya.
2024-12-20 09:03:57,5,Apa benar BNI mobile mbking Bakal g kepake/g Ada LG layanannya soalnya udah Ada wonder bni
2024-12-20 07:53:42,2,"Kak jujur aja sih sya lbh suka pakai.mbanking BNi yg lama dripda wondr krna di apk.mbanking lama bisa.sangat jelasss mutasi rekeningnya detail dripda.wondr yg harus buka 1 - 1 utk cek ,. Kan agak ribet jadinya utk org yg slalu transaksi sptti sya"
2024-12-20 07:06:05,4,kalau bikin rekening sudah jadi tapi kalau mau ambil ATM nya harus bawah KTP tapi KTP nya rusak gimana yah
2024-12-20 04:34:16,4,"Tolong dong, fitur mobile tunia, untuk setor tunainya segera di update, kadang kalo lupa bawa kartu atm, jadi gabisa via mobil tunai nya buat setor tunai, terimakasih"
2024-12-20 02:10:03,1,"Apk paling buruk, jam 2 pagi eror trs"
2024-12-20 00:41:27,1,Aplikasi setan lu . stelah uninstall gak bisa masuk lagi
2024-12-19 21:27:54,5,"apk error mulu, mau masukin pin malah katanya koneksi terputus, padahal ada kuota dan bisa dibuat apk lainnya. kendalanya mulai saat memasukkan pin."
2024-12-19 21:17:35,5,"sampai kapan apps ini masih bisa dipakai ya, soalnya WONDR belum banyak fiturnya .."
2024-12-19 21:12:48,2,"Saya baru membuka rekening baru dan berhasil setelah itu saya mau login tapi nomor kartu debit ATM tidak ada solusinya gimana?apa boleh minta E,mainnya BNi atau cas bank BNI supaya saya bisa menghubungi pihak bank bni"
